t_unix,x,y,z,risk
1773591788.2462616,0.01828906312584877,0.04123769327998161,0.00439453125,1.0
1773591788.7465184,0.013956294395029545,0.046490058302879333,0.00408935546875,1.0
1773591789.2463102,0.011181301437318325,0.046380504965782166,0.00341796875,1.0
1773591789.746215,0.008809777908027172,0.04521728307008743,0.005340576171875,1.0
1773591790.2462845,0.005913926288485527,0.04302847012877464,0.007568359375,1.0
1773591790.7474365,-0.006499222945421934,0.040866509079933167,0.009765625,1.0
1773591791.2462752,-0.015757231041789055,0.04050159826874733,0.00836181640625,1.0
1773591791.746219,-0.02186521701514721,0.03519229590892792,0.0068359375,1.0
1773591792.246188,-0.02803114615380764,0.029582902789115906,0.0079345703125,1.0
1773591792.7484365,-0.02786330133676529,0.027841974049806595,0.00592041015625,1.0
1773591793.2462463,-0.02296520583331585,0.019993947818875313,0.00439453125,1.0
1773591793.7461703,-0.01827048882842064,0.016553303226828575,0.005218505859375,1.0
1773591794.2465742,-0.017659643664956093,0.016238471493124962,0.00360107421875,1.0
1773591794.746654,-0.01919420063495636,0.009812754578888416,0.001556396484375,1.0
1773591795.2468839,-0.020584283396601677,0.0066213421523571014,-0.00018310546875,1.0
1773591795.7463214,-0.017115721479058266,0.00696210702881217,-0.00701904296875,1.0
1773591796.2464497,-0.01758124865591526,0.007254291325807571,-0.0108642578125,1.0
1773591796.7469475,-0.015924863517284393,0.008733543567359447,-0.010711669921875,1.0
1773591797.2463646,-0.018209557980298996,0.002138911746442318,-0.009552001953125,1.0
1773591797.7462583,-0.01734781637787819,-0.0005914759240113199,-0.009918212890625,1.0
1773591798.246266,-0.017114710062742233,-0.002962659113109112,-0.010986328125,1.0
1773591798.747054,-0.010757813230156898,-0.0062174866907298565,-0.0098876953125,1.0
1773591799.2465408,-0.012788851745426655,-0.011555184610188007,-0.010894775390625,1.0
1773591799.746277,-0.009499371983110905,-0.012274776585400105,-0.016693115234375,1.0
1773591800.246254,-0.009058402851223946,-0.014716074801981449,-0.0238037109375,1.0
1773591800.7473748,-0.007624779362231493,-0.01189374178647995,-0.026885986328125,1.0
1773591801.2462876,-0.00019908453396055847,-0.01412721537053585,-0.030975341796875,1.0
1773591801.746327,0.004018452484160662,-0.020122021436691284,-0.033935546875,1.0
1773591802.2462554,0.004997746553272009,-0.01982114091515541,-0.034576416015625,1.0
1773591802.7466016,0.0066158343106508255,-0.020453639328479767,-0.0338134765625,1.0
1773591803.2462807,0.004610159900039434,-0.019642801955342293,-0.027313232421875,1.0
1773591803.7462661,0.007617740426212549,-0.015706930309534073,-0.02001953125,1.0
1773591804.2463453,0.006183414254337549,-0.007243433967232704,-0.018798828125,1.0
1773591804.7465587,0.0077208466827869415,-0.005646858364343643,-0.015167236328125,1.0
1773591805.2462616,0.003248589811846614,-0.006881243083626032,-0.0125732421875,1.0
1773591805.7463157,0.007028590422123671,-0.002128364285454154,-0.01318359375,1.0
1773591806.2464345,0.0015629949048161507,0.003936793189495802,-0.011505126953125,1.0
1773591806.7466874,-0.005322995129972696,0.015390938147902489,-0.002838134765625,1.0
1773591807.2463546,-0.004296429920941591,0.01914762333035469,0.003997802734375,1.0
1773591807.7462535,0.0037004309706389904,0.0253125187009573,0.011383056640625,1.0
1773591808.2462802,0.009921707212924957,0.028732500970363617,0.01580810546875,1.0
1773591808.7464159,0.00925611425191164,0.02735741250216961,0.01568603515625,1.0
1773591809.2462945,0.009256957098841667,0.02062695473432541,0.0152587890625,1.0
1773591809.7462182,0.009132279083132744,0.021991511806845665,0.015167236328125,1.0
1773591810.2462866,0.015555405989289284,0.02126079425215721,0.017333984375,1.0
1773591810.7464993,0.01604585535824299,0.019636450335383415,0.014312744140625,1.0
1773591811.2462697,0.020944757387042046,0.02284134551882744,0.013092041015625,1.0
1773591811.746218,0.02236662246286869,0.03118637017905712,0.0093994140625,1.0
1773591812.2463171,0.011282175779342651,0.03699391707777977,0.00469970703125,1.0
1773591812.7466333,0.011285139247775078,0.042531780898571014,0.001983642578125,1.0
1773591813.2463439,0.01571025140583515,0.0403067022562027,-0.00262451171875,1.0
1773591813.746206,0.020093487575650215,0.03801051899790764,-0.00604248046875,1.0
1773591814.246256,0.023372936993837357,0.03284243121743202,-0.008056640625,1.0
1773591814.7464774,0.02800191380083561,0.02691001445055008,-0.0086669921875,1.0
1773591815.2462344,0.03210839629173279,0.024112975224852562,-0.009368896484375,1.0
1773591815.746172,0.03227373585104942,0.013739937916398048,-0.013458251953125,1.0
1773591816.2462218,0.03420271724462509,0.00440688943490386,-0.01318359375,1.0
1773591816.746641,0.028105245903134346,-0.007630408741533756,-0.011016845703125,1.0
1773591817.24635,0.02327989973127842,-0.01589268445968628,-0.011260986328125,1.0
1773591817.7462077,0.020834725350141525,-0.022938577458262444,-0.0093994140625,1.0
1773591818.2461817,0.01888452097773552,-0.024475663900375366,-0.00537109375,1.0
1773591818.7472553,0.016125189140439034,-0.023554004728794098,-0.00408935546875,1.0
1773591819.2463207,0.012634736485779285,-0.024081958457827568,-0.004486083984375,1.0
1773591819.746182,-0.0017691563116386533,-0.026722993701696396,-0.004974365234375,1.0
1773591820.2461867,-0.013327532447874546,-0.02807142585515976,-0.007904052734375,1.0
1773591820.7464483,-0.023704681545495987,-0.029808348044753075,-0.0108642578125,1.0
1773591821.246283,-0.029317641630768776,-0.030501650646328926,-0.012847900390625,1.0
1773591821.7462902,-0.023096388205885887,-0.0267953984439373,0.00445556640625,1.0
1773591822.246754,0.05056069418787956,0.017322996631264687,0.155426025390625,1.0
1773591822.7463973,0.15558291971683502,0.08229806274175644,0.433990478515625,1.0
1773591823.2462628,0.23317599296569824,0.11678716540336609,0.749542236328125,1.0
1773591823.7462666,0.24757568538188934,0.11180276423692703,1.07537841796875,1.0
1773591824.2466538,0.21572014689445496,0.09073653817176819,1.400177001953125,1.0
1773591824.7464895,0.1532427966594696,0.0629454031586647,1.693511962890625,1.0
1773591825.2462764,0.08770297467708588,0.027430301532149315,1.9163818359375,1.0
1773591825.7464778,0.03907686099410057,-0.005444008857011795,2.00616455078125,1.0
1773591826.24693,0.0026967318262904882,-0.03912562504410744,2.110076904296875,1.0
1773591826.7462552,-0.011494630016386509,-0.05675867199897766,2.19720458984375,1.0
1773591827.2462628,-0.009928137995302677,-0.0596158429980278,2.2646484375,1.0
1773591827.746276,-0.005762855522334576,-0.057833824306726456,2.31451416015625,1.0
1773591828.2467296,-0.0040906635113060474,-0.05707382783293724,2.355255126953125,1.0
1773591828.7462583,-0.003639846807345748,-0.05817350745201111,2.389129638671875,1.0
1773591829.246277,-0.0047736866399645805,-0.058918632566928864,2.4149169921875,1.0
1773591829.7462482,0.00023582152789458632,-0.06472190469503403,2.42999267578125,1.0
1773591830.2464342,0.010395459830760956,-0.07361632585525513,2.442779541015625,1.0
1773591830.7463048,0.022552717477083206,-0.08225905895233154,2.45458984375,1.0
1773591831.2462595,0.024843385443091393,-0.07949873805046082,2.462554931640625,1.0
1773591831.7462757,0.03199232369661331,-0.07667064666748047,2.469268798828125,1.0
1773591832.2465818,0.035774149000644684,-0.07581842690706253,2.473236083984375,1.0
1773591832.7462707,0.040652595460414886,-0.08361496031284332,2.478790283203125,1.0
1773591833.246258,0.03995499387383461,-0.08473311364650726,2.485198974609375,1.0
1773591833.746295,0.028837496414780617,-0.08426661789417267,2.486968994140625,1.0
1773591834.2467587,0.0263130571693182,-0.08380241692066193,2.486968994140625,1.0
1773591834.7463205,0.02729087695479393,-0.08097386360168457,2.487396240234375,1.0
1773591835.2462726,0.024841079488396645,-0.08231877535581589,2.48992919921875,1.0
1773591835.7462862,0.027714787051081657,-0.07751135528087616,2.4932861328125,1.0
1773591836.2465212,0.023336706683039665,-0.07562579959630966,2.4920654296875,1.0
1773591836.7462764,0.023060234263539314,-0.07287165522575378,2.488677978515625,1.0
1773591837.246274,0.019273357465863228,-0.06468641757965088,2.488983154296875,1.0
1773591837.7462656,0.0142561886459589,-0.05335517227649689,2.48992919921875,1.0
1773591838.246781,0.0097179114818573,-0.04629599303007126,2.491455078125,1.0
1773591838.7462387,0.005971022881567478,-0.041920002549886703,2.496795654296875,1.0
1773591839.2462618,0.007193296682089567,-0.025297939777374268,2.497406005859375,1.0
1773591839.746258,0.01458998117595911,-0.011945732869207859,2.497100830078125,1.0
1773591840.2472913,0.015773097053170204,-0.004905847366899252,2.496856689453125,1.0
1773591840.7463102,0.019901130348443985,-0.0025665899738669395,2.494964599609375,1.0
1773591841.2463045,0.02093738317489624,0.0018542100442573428,2.495819091796875,1.0
1773591841.746267,0.02019529975950718,0.0031393938697874546,2.49652099609375,1.0
1773591842.2471433,0.022814461961388588,0.0015941354213282466,2.493804931640625,1.0
1773591842.7462544,0.017755230888724327,0.004280816297978163,2.493682861328125,1.0
1773591843.2461832,0.01724778488278389,0.013992796652019024,2.495269775390625,1.0
1773591843.7462559,0.017635034397244453,0.024449149146676064,2.49566650390625,1.0
1773591844.246488,0.02051188237965107,0.031849101185798645,2.493438720703125,1.0
1773591844.7462442,0.016964765265583992,0.036884602159261703,2.4969482421875,1.0
1773591845.2462416,0.010375456884503365,0.03453657403588295,2.497467041015625,1.0
1773591845.746241,0.006135696079581976,0.025024428963661194,2.497314453125,1.0
1773591846.2466378,0.004829595796763897,0.0064338152296841145,2.495452880859375,1.0
1773591846.7462554,-0.0033312924206256866,-0.004961621016263962,2.4915771484375,1.0
1773591847.2462242,-0.008689926005899906,-0.020556719973683357,2.489166259765625,1.0
1773591847.7463136,-0.006317897234112024,-0.03002229891717434,2.48681640625,1.0
1773591848.246561,-0.00458862166851759,-0.035193685442209244,2.4879150390625,1.0
1773591848.7463107,-0.006771177053451538,-0.04716494679450989,2.49005126953125,1.0
1773591849.2461953,-0.004721888806670904,-0.05314544215798378,2.491424560546875,1.0
1773591849.7461805,-0.0008682135958224535,-0.051542796194553375,2.492279052734375,1.0
1773591850.2479064,0.010556700639426708,-0.04898880422115326,2.494659423828125,1.0
1773591850.7462876,0.01363347377628088,-0.05253438279032707,2.498291015625,1.0
1773591851.2462292,0.017429493367671967,-0.052254606038331985,2.500457763671875,1.0
1773591851.7463338,0.02014361321926117,-0.04605039581656456,2.50164794921875,1.0
1773591852.246994,0.02464563585817814,-0.04236729443073273,2.504058837890625,1.0
1773591852.7468784,0.028865424916148186,-0.0457485169172287,2.5045166015625,1.0
1773591853.2463017,0.03164222091436386,-0.04580818861722946,2.50494384765625,1.0
1773591853.7463176,0.036521244794130325,-0.04213587939739227,2.50360107421875,1.0
1773591854.2465549,0.04592251405119896,-0.041550468653440475,2.499481201171875,1.0
1773591854.746326,0.063670814037323,-0.030086657032370567,2.4979248046875,1.0
1773591855.2464592,0.07278214395046234,-0.019884346053004265,2.492156982421875,1.0
1773591855.7462838,0.07230938971042633,-0.017017848789691925,2.488555908203125,1.0
1773591856.2468545,0.06895133852958679,-0.02205190807580948,2.48828125,1.0
1773591856.7464616,0.06088536977767944,-0.029875773936510086,2.491851806640625,1.0
1773591857.246224,0.052154541015625,-0.03058827482163906,2.493927001953125,1.0
1773591857.7463393,0.0447545200586319,-0.030632030218839645,2.49603271484375,1.0
1773591858.2470126,0.03866744786500931,-0.026970287784934044,2.49639892578125,1.0
1773591858.7462583,0.037939030677080154,-0.02598884329199791,2.49652099609375,1.0
1773591859.2462637,0.032305758446455,-0.024388860911130905,2.500213623046875,1.0
1773591859.746272,0.017336079850792885,-0.025772538036108017,2.501220703125,1.0
1773591860.2463536,0.011031133122742176,-0.024360910058021545,2.49993896484375,1.0
1773591860.7462728,0.010958886705338955,-0.02433582954108715,2.5018310546875,1.0
1773591861.246328,0.01011898834258318,-0.029337424784898758,2.497467041015625,1.0
1773591861.7462616,0.008390789851546288,-0.028684088960289955,2.495391845703125,1.0
1773591862.2473006,0.00679417047649622,-0.028667941689491272,2.491546630859375,1.0
1773591862.7462494,0.012035354971885681,-0.03427617624402046,2.491973876953125,1.0
1773591863.2462244,0.022398345172405243,-0.03544097766280174,2.49139404296875,1.0
1773591863.746218,0.032664887607097626,-0.032010212540626526,2.491943359375,1.0
1773591864.246595,0.04887860268354416,-0.0350276380777359,2.491729736328125,1.0
1773591864.7463176,0.06338808685541153,-0.032993514090776443,2.495025634765625,1.0
1773591865.2462842,0.06439284980297089,-0.021983221173286438,2.497467041015625,1.0
1773591865.746285,0.05819122493267059,-0.012111053802073002,2.494537353515625,1.0
1773591866.2464857,0.04507750645279884,-0.009858954697847366,2.49383544921875,1.0
1773591866.7462592,0.02284364029765129,-0.002684170613065362,2.49609375,1.0
1773591867.2462661,0.010761093348264694,-2.722769568208605e-05,2.494720458984375,1.0
1773591867.7463112,-0.00023753212008159608,0.008451522327959538,2.49298095703125,1.0
1773591868.2465599,-0.006638047285377979,0.017637912184000015,2.49151611328125,1.0
1773591868.7464807,-0.007292534224689007,0.021514641121029854,2.49334716796875,1.0
1773591869.246191,-0.013653774745762348,0.014635478146374226,2.492279052734375,1.0
1773591869.7462225,-0.018390854820609093,-0.003761166939511895,2.489837646484375,1.0
1773591870.247319,-0.017239348962903023,-0.009450775571167469,2.490386962890625,1.0
1773591870.7462583,-0.015896031633019447,-0.014211399480700493,2.48797607421875,1.0
1773591871.246255,-0.004564361181110144,-0.009749691933393478,2.487701416015625,1.0
1773591871.7461903,0.0013880579499527812,-0.012881220318377018,2.48760986328125,1.0
1773591872.246447,0.008726544678211212,-0.01506462786346674,2.486907958984375,1.0
1773591872.746295,0.02441547065973282,-0.018450535833835602,2.485809326171875,1.0
1773591873.2461877,0.04343691095709801,-0.026418406516313553,2.486175537109375,1.0
1773591873.7462058,0.06256140768527985,-0.030276568606495857,2.48651123046875,1.0
1773591874.2469106,0.07383439689874649,-0.0350608266890049,2.48553466796875,1.0
1773591874.7463949,0.08982384949922562,-0.03751777112483978,2.485321044921875,1.0
1773591875.2467327,0.10374801605939865,-0.0362076573073864,2.48162841796875,1.0
1773591875.7464976,0.10189662873744965,-0.03069131262600422,2.480255126953125,1.0
1773591876.2473748,0.09272740036249161,-0.026521891355514526,2.48101806640625,1.0
1773591876.7462049,0.08619844168424606,-0.025044070556759834,2.483612060546875,1.0
1773591877.246417,0.07403206080198288,-0.020459523424506187,2.481475830078125,1.0
1773591877.746273,0.06015177071094513,-0.014274992980062962,2.482391357421875,1.0
1773591878.2466447,0.05357665941119194,0.0030851815827190876,2.483184814453125,1.0
1773591878.746277,0.05064363405108452,0.0037881904281675816,2.483062744140625,1.0
1773591879.2462845,0.042324766516685486,0.003266859333962202,2.482666015625,1.0
1773591879.7463074,0.03726193308830261,-0.007839687168598175,2.479217529296875,1.0
1773591880.2466273,0.02962997928261757,-0.020618710666894913,2.478271484375,1.0
1773591880.7462826,0.005782241001725197,-0.026269638910889626,2.47833251953125,1.0
1773591881.246298,-0.013616126962006092,-0.028053460642695427,2.47796630859375,1.0
1773591881.7462916,-0.020577505230903625,-0.02841229923069477,2.478302001953125,1.0
1773591882.246538,-0.023062465712428093,-0.02656276896595955,2.477569580078125,1.0
1773591882.746387,-0.03476693853735924,-0.02558630146086216,2.47625732421875,1.0
1773591883.2462707,-0.05004766583442688,-0.014254775829613209,2.471893310546875,1.0
1773591883.7462723,-0.056435395032167435,-0.00268948613665998,2.467559814453125,1.0
1773591884.2465696,-0.053731519728899,0.0020566959865391254,2.467315673828125,1.0
1773591884.7462285,-0.05116670951247215,8.558962690585759e-06,2.46746826171875,1.0
1773591885.246249,-0.05263147130608559,-0.006085349712520838,2.4681396484375,1.0
1773591885.7462971,-0.052970245480537415,-0.011983271688222885,2.471099853515625,1.0
1773591886.2522516,-0.04460453987121582,-0.011198917403817177,2.4720458984375,1.0
1773591886.746603,-0.03132380545139313,-0.0027469550259411335,2.468963623046875,1.0
1773591887.2464447,-0.012427161447703838,0.010832583531737328,2.470458984375,1.0
1773591887.7462747,0.0006587501848116517,0.011846019886434078,2.472137451171875,1.0
1773591888.2466443,-0.0011977507965639234,0.0062150005251169205,2.47296142578125,1.0
1773591888.746282,-0.004755495581775904,0.006267169024795294,2.475006103515625,1.0
1773591889.246271,0.015058569610118866,0.00975706148892641,2.477813720703125,1.0
1773591889.7463596,0.03644672781229019,0.010413456708192825,2.479278564453125,1.0
1773591890.246563,0.051190685480833054,0.003101773327216506,2.479461669921875,1.0
1773591890.7462728,0.07045259326696396,0.00160576484631747,2.480224609375,1.0
1773591891.2462456,0.08003344386816025,-0.0005539464182220399,2.48291015625,1.0
1773591891.7463217,0.08137740194797516,-0.011058440431952477,2.4840087890625,1.0
1773591892.2463388,0.07102644443511963,-0.020114319398999214,2.483306884765625,1.0
1773591892.7462242,0.06313497573137283,-0.034800175577402115,2.4842529296875,1.0
1773591893.2462623,0.0527242012321949,-0.05218878388404846,2.48358154296875,1.0
1773591893.7462711,0.040363263338804245,-0.05768702179193497,2.482666015625,1.0
1773591894.246612,0.0247625894844532,-0.05133352801203728,2.48431396484375,1.0
1773591894.7462828,0.010992614552378654,-0.04059779644012451,2.483154296875,1.0
1773591895.2463155,0.0020509965252131224,-0.016210567206144333,2.4833984375,1.0
1773591895.7462814,0.006688159890472889,0.00419927341863513,2.484283447265625,1.0
1773591896.2469664,0.010836235247552395,0.017809050157666206,2.48541259765625,1.0
1773591896.7462773,0.007196655031293631,0.01690022274851799,2.486846923828125,1.0
1773591897.2463434,0.0037040587048977613,0.01288547646254301,2.488067626953125,1.0
1773591897.7462163,0.00357780116610229,-0.0002669928944669664,2.490966796875,1.0
1773591898.246836,0.0069129872135818005,-0.025617403909564018,2.493316650390625,1.0
1773591898.7463894,0.006796051282435656,-0.04491773247718811,2.49462890625,1.0
1773591899.2482164,0.004280490335077047,-0.05735686048865318,2.49188232421875,1.0
1773591899.7462137,0.010381211526691914,-0.057763855904340744,2.494110107421875,1.0
1773591900.246381,0.021463172510266304,-0.06014910340309143,2.4952392578125,1.0
1773591900.7465577,0.022183571010828018,-0.0635312870144844,2.494537353515625,1.0
1773591901.2463973,0.020635314285755157,-0.05555713176727295,2.493194580078125,1.0
1773591901.7461607,0.026708252727985382,-0.045189809054136276,2.493621826171875,1.0
1773591902.2467484,0.03248327970504761,-0.042594797909259796,2.49273681640625,1.0
1773591902.7461662,0.0364762619137764,-0.043988242745399475,2.494293212890625,1.0
1773591903.2462065,0.04541387781500816,-0.041503459215164185,2.49273681640625,1.0
1773591903.746256,0.04957577958703041,-0.0416979156434536,2.491729736328125,1.0
1773591904.2473598,0.046063266694545746,-0.03653022646903992,2.49755859375,1.0
1773591904.7475448,0.04562431201338768,-0.03288409486413002,2.49688720703125,1.0
1773591905.2467074,0.0434165820479393,-0.029832901433110237,2.497406005859375,1.0
1773591905.7462566,0.037123363465070724,-0.02399291843175888,2.494873046875,1.0
1773591906.2465727,0.022738734260201454,-0.023400576785206795,2.491363525390625,1.0
1773591906.7464373,0.005425864364951849,-0.026917915791273117,2.48699951171875,1.0
1773591907.2462823,-0.00015358436212409288,-0.029377387836575508,2.485015869140625,1.0
1773591907.7462564,-0.0041460613720119,-0.035515300929546356,2.485321044921875,1.0
1773591908.246451,-0.0062013594433665276,-0.046407636255025864,2.484405517578125,1.0
1773591908.7462678,-0.012304809875786304,-0.05287403240799904,2.485931396484375,1.0
1773591909.246347,-0.016586320474743843,-0.051309503614902496,2.486358642578125,1.0
1773591909.7463267,-0.010134660638868809,-0.05094734579324722,2.487548828125,1.0
1773591910.2469003,0.004906840156763792,-0.055431921035051346,2.488128662109375,1.0
1773591910.7462583,0.024585528299212456,-0.05328722298145294,2.488555908203125,1.0
1773591911.2463496,0.04944971948862076,-0.0550154410302639,2.4879150390625,1.0
1773591911.7462316,0.05742684006690979,-0.05192922055721283,2.48724365234375,1.0
1773591912.2468376,0.055152714252471924,-0.04894112050533295,2.4879150390625,1.0
1773591912.7464037,0.050643544644117355,-0.047492578625679016,2.493865966796875,1.0
1773591913.2462578,0.04831588640809059,-0.03373269364237785,2.490692138671875,1.0
1773591913.7462566,0.04183172062039375,-0.017177855595946312,2.4886474609375,1.0
1773591914.246494,0.04151517152786255,-0.003111194586381316,2.489776611328125,1.0
1773591914.7462695,0.03203751519322395,0.014308474026620388,2.49041748046875,1.0
